rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season
1466,Hervé Lybohy,Niger,DF,Nîmes,Ligue 1,35,1983,17,1480,2,0,2,2,0,0.5,0.5,8,18,0.12,0.00,22,13,68.8,11,6,14,70,0,0,0,0,0,0,0,0,478,573,83.4,3043,92.4,89.6,47.7,0,22,0,76,1,100.0,0.0,8,2,1,1,2,4,50.0,0.12,0.50,1.00,48.3,0.30,0.00,0,2018-2019
1467,Charalambos Lykogiannis,Greece,DF,Cagliari,Serie A,24,1993,11,830,0,1,1,0,0,0.3,0.3,17,24,0.00,0.11,14,8,54.5,3,15,19,33,0,0,0,0,0,0,0,0,282,437,64.5,2346,82.7,67.2,45.6,8,24,8,37,9,44.4,55.6,17,13,1,5,0,7,28.6,0.22,0.00,0.00,52.0,1.73,0.11,0,2018-2019
1468,Yann M'Vila,France,MF,Saint-Étienne,Ligue 1,28,1990,37,3258,0,1,1,0,0,0.4,0.4,9,227,0.00,0.03,72,40,40.3,12,30,74,86,5,0,0,0,0,0,0,0,1979,2313,85.6,13022,90.3,91.1,72.7,25,172,15,101,14,78.6,21.4,9,13,0,17,0,14,14.3,0.06,0.00,0.00,52.4,1.85,0.17,0,2018-2019
1469,Darwin Machís,Venezuela,FW,Udinese,Serie A,25,1993,13,463,0,1,1,0,0,1.1,1.1,37,17,0.00,0.19,7,6,0.0,0,6,2,8,0,0,0,0,0,0,0,0,129,176,73.3,455,83.5,76.8,35.0,11,9,3,6,20,65.0,35.0,37,18,10,9,0,16,18.8,0.58,0.00,0.00,30.8,4.29,0.19,0,2018-2019
1470,James Maddison,England,MF,Leicester City,Premier League,21,1996,36,2831,7,7,14,6,1,7.4,5.9,63,198,0.22,0.22,48,32,24.1,4,16,12,10,1,0,0,0,0,0,0,0,1244,1623,76.6,6667,88.2,81.3,54.1,99,144,49,9,73,68.5,31.5,63,75,16,39,7,81,32.1,0.83,0.07,0.23,24.4,6.04,0.41,0,2018-2019
1472,Pablo Maffeo,Spain,DF,Stuttgart,Bundesliga,21,1997,8,597,0,0,0,0,0,0.2,0.2,7,10,0.00,0.00,15,13,46.2,4,4,13,17,0,0,0,0,0,0,0,0,214,291,73.5,1142,87.7,72.4,53.7,4,10,6,25,16,62.5,37.5,7,7,2,18,0,4,25.0,0.15,0.00,0.00,30.8,2.56,0.00,0,2018-2019
1473,Gabriel Magalhães,Brazil,DF,Lille,Ligue 1,20,1997,14,1066,1,0,1,1,0,0.8,0.8,5,40,0.08,0.00,18,11,57.1,6,8,19,60,2,0,0,0,0,0,0,0,554,645,85.9,4120,92.4,93.2,56.4,3,18,2,70,1,0.0,100.0,5,2,0,2,1,10,30.0,0.25,0.10,0.33,71.9,1.18,0.00,0,2018-2019
1474,Francesco Magnanelli,Italy,MF,Sassuolo,Serie A,33,1984,26,1859,0,0,0,0,0,0.3,0.3,12,114,0.00,0.00,52,33,44.9,5,13,24,38,2,0,0,0,0,0,0,0,1165,1320,88.3,5370,93.1,91.0,68.4,6,123,5,81,11,63.6,36.4,12,12,0,6,0,9,0.0,0.00,0.00,0,42.1,1.94,0.10,0,2018-2019
1475,Giangiacomo Magnani,Italy,DF,Sassuolo,Serie A,22,1995,19,1516,0,1,1,0,0,0.2,0.2,11,48,0.00,0.06,11,9,40.0,13,4,16,99,1,0,0,0,0,0,0,0,776,906,85.7,5491,88.0,95.0,57.8,4,41,1,151,0,0,0,11,2,0,3,0,2,0.0,0.00,0.00,0,58.0,0.36,0.06,0,2018-2019
1476,Harry Maguire,England,DF,Leicester City,Premier League,25,1993,31,2596,3,0,3,3,0,2.4,2.4,53,190,0.10,0.00,31,17,64.7,18,14,36,155,4,0,0,0,0,0,0,0,1499,1753,85.5,11549,89.3,90.1,74.3,11,159,10,219,20,85.0,15.0,53,41,2,7,3,30,40.0,0.42,0.10,0.25,78.1,1.56,0.14,0,2018-2019
1477,Riyad Mahrez,Algeria,FW,Manchester City,Premier League,27,1991,27,1343,7,4,11,7,0,5.5,4.7,87,73,0.47,0.27,14,7,33.3,1,17,9,3,1,0,0,0,0,0,0,0,700,884,79.2,2183,89.6,79.9,57.4,24,28,44,3,40,62.5,37.5,87,48,47,27,7,53,47.2,1.68,0.13,0.28,44.2,3.82,0.60,0,2018-2019
1478,Thiago Maia,Brazil,MF,Lille,Ligue 1,21,1997,24,1021,0,1,1,0,0,0.7,0.5,7,71,0.00,0.09,32,19,39.4,5,9,23,23,0,0,0,0,0,0,0,0,488,589,82.9,2648,87.2,89.1,69.7,8,68,5,31,6,66.7,33.3,7,8,0,10,0,2,50.0,0.09,0.00,0.00,43.8,1.76,0.09,0,2018-2019
1479,Raffaele Maiello,Italy,MF,Frosinone,Serie A,27,1991,29,2043,0,0,0,0,0,0.4,0.4,30,129,0.00,0.00,42,27,59.3,10,13,30,41,0,0,0,0,0,0,0,0,996,1247,79.9,5556,89.2,85.9,65.3,19,87,14,61,24,83.3,16.7,30,16,2,18,0,10,20.0,0.09,0.00,0.00,45.8,2.29,0.09,0,2018-2019
1480,Arne Maier,Germany,MF,Hertha BSC,Bundesliga,19,1999,24,2064,0,0,0,0,0,0.8,0.8,32,108,0.00,0.00,31,16,24.0,9,23,28,35,0,0,0,0,0,0,0,0,1030,1201,85.8,4444,89.1,89.6,82.5,19,71,16,48,31,71.0,29.0,32,27,5,13,0,20,30.0,0.26,0.00,0.00,48.8,1.61,0.09,0,2018-2019
1481,Domenico Maietta,Italy,DF,Empoli,Serie A,35,1982,21,1714,0,0,0,0,0,0.3,0.3,18,77,0.00,0.00,33,15,44.4,14,5,24,78,2,0,0,0,0,0,0,0,850,1006,84.5,7006,94.2,91.2,59.8,4,74,6,103,9,77.8,22.2,18,20,1,1,0,7,28.6,0.11,0.00,0.00,62.5,0.89,0.05,0,2018-2019
1482,Mike Maignan,France,GK,Lille,Ligue 1,23,1995,38,3420,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,1,0,12,1,33,0.87,90,78.4,15,39.5,25.0,716,1116,64.2,17507,98.9,98.8,41.8,1,10,1,1030,1,100.0,0.0,0,0,0,0,0,0,0,0.00,0,0,100.0,0.11,0.00,5.8,2018-2019
1483,Linton Maina,Germany,FW,Hannover 96,Bundesliga,19,1999,20,1414,1,3,4,1,0,1.6,1.6,61,52,0.06,0.19,28,14,52.2,0,20,14,4,0,0,0,0,0,0,0,0,374,505,74.1,1733,84.6,77.8,43.3,15,19,23,13,42,45.2,54.8,61,40,16,18,1,22,9.1,0.13,0.05,0.50,14.3,2.86,0.38,0,2018-2019
1484,Ainsley Maitland-Niles,England,DF,Arsenal,Premier League,20,1997,16,987,1,1,2,1,0,0.9,0.9,32,60,0.09,0.09,33,22,50.0,4,18,19,15,2,0,0,0,0,0,0,0,453,575,78.8,2349,88.3,84.0,54.5,6,27,14,29,33,57.6,42.4,32,21,8,17,1,5,60.0,0.27,0.20,0.33,33.3,1.73,0.18,0,2018-2019
1486,Abdul Majeed Waris,Ghana,FW,Nantes,Ligue 1,26,1991,33,2246,5,3,8,4,1,5.7,4.9,70,54,0.20,0.12,22,13,25.0,0,9,7,7,0,0,0,0,0,0,0,0,431,607,71.0,1460,80.7,72.5,44.4,25,26,20,6,68,39.7,60.3,70,47,36,59,5,39,33.3,0.52,0.10,0.31,27.1,3.13,0.40,0,2018-2019
1487,Jean-Victor Makengo,France,MF,Nice,Ligue 1,20,1998,25,1029,1,0,1,1,0,1.4,1.4,34,43,0.09,0.00,10,8,20.0,1,4,9,5,0,0,0,0,0,0,0,0,358,421,85.0,926,89.1,88.7,73.7,13,29,4,6,33,78.8,21.2,34,32,4,33,1,13,38.5,0.44,0.08,0.20,17.2,2.62,0.09,0,2018-2019
1488,Nemanja Maksimović,Serbia,MF,Getafe,La Liga,23,1995,36,3209,1,0,1,1,0,2.6,2.6,22,83,0.03,0.00,77,45,34.4,15,45,71,33,0,0,0,0,0,0,0,0,581,779,74.6,2302,79.5,76.6,54.2,12,47,7,58,20,50.0,50.0,22,18,1,21,1,33,21.2,0.20,0.03,0.14,50.9,1.09,0.06,0,2018-2019
1489,Nikola Maksimović,Serbia,DF,Napoli,Serie A,26,1991,17,1375,0,0,0,0,0,0.1,0.1,6,53,0.00,0.00,20,13,50.0,10,6,28,56,1,0,0,0,0,0,0,0,812,875,92.8,5446,94.7,95.6,80.6,4,33,2,109,7,57.1,42.9,6,6,0,2,0,2,50.0,0.07,0.00,0.00,42.4,1.18,0.07,0,2018-2019
1490,Malcom,Brazil,FW,Barcelona,La Liga,21,1997,15,614,1,2,3,1,0,1.4,1.4,26,18,0.15,0.29,3,2,66.7,0,7,1,1,0,0,0,0,0,0,0,0,274,329,83.3,634,93.5,72.4,60.0,13,9,5,3,16,68.8,31.3,26,20,7,6,1,11,54.5,0.88,0.09,0.17,26.7,2.93,0.59,0,2018-2019
1491,Kévin Malcuit,Morocco,DF,Napoli,Serie A,27,1991,24,1805,0,2,2,0,0,0.4,0.4,82,88,0.00,0.10,43,31,63.9,4,14,44,67,0,0,0,0,0,0,0,0,1033,1256,82.2,4304,92.0,81.5,57.9,22,43,27,73,63,54.0,46.0,82,65,14,20,0,12,25.0,0.15,0.00,0.00,37.5,2.34,0.15,0,2018-2019
1492,Yunus Mallı,Turkey,MF,Wolfsburg,Bundesliga,26,1992,21,701,1,1,2,0,1,1.9,1.1,25,36,0.13,0.13,15,7,18.2,0,2,4,1,0,0,0,0,0,0,0,0,259,342,75.7,1125,82.3,84.0,51.9,17,23,14,4,17,52.9,47.1,25,26,7,13,1,7,42.9,0.39,0.00,0.00,33.3,4.24,0.39,0,2018-2019
1493,Hugo Mallo,Spain,DF,Celta Vigo,La Liga,27,1991,35,3092,1,4,5,1,0,1.8,1.8,79,136,0.03,0.12,73,41,51.9,13,31,50,135,1,0,0,0,0,0,0,0,1426,1997,71.4,8871,88.7,71.9,37.8,31,94,39,135,36,61.1,38.9,79,65,12,16,1,24,33.3,0.23,0.04,0.13,51.7,2.10,0.20,0,2018-2019
1495,Vincent Manceau,France,DF,Angers,Ligue 1,29,1989,31,2790,1,1,2,1,0,0.8,0.8,45,130,0.03,0.03,98,65,53.2,10,31,44,87,0,0,0,0,0,0,0,0,1295,1624,79.7,9543,92.0,78.9,51.7,18,91,28,112,22,59.1,40.9,45,45,4,15,1,16,6.3,0.03,0.06,1.00,47.4,1.81,0.13,0,2018-2019
1496,Gianluca Mancini,Italy,DF,Atalanta,Serie A,22,1996,30,2246,5,2,7,5,0,5.3,5.3,26,90,0.20,0.08,40,30,55.2,4,15,48,77,1,0,0,0,0,0,0,0,1152,1400,82.3,6819,88.6,87.0,48.9,12,82,11,97,12,91.7,8.3,26,32,3,9,5,40,32.5,0.52,0.13,0.38,62.3,1.04,0.08,0,2018-2019
1497,Steve Mandanda,France,GK,Marseille,Ligue 1,33,1985,31,2735,0,0,0,0,0,0.0,0.0,0,1,0.00,0.00,0,0,0.0,0,0,1,7,4,40,1.32,72,69.9,9,29.0,14.3,694,981,70.7,15601,100.0,99.3,46.0,0,12,1,922,0,0,0,0,1,1,0,0,0,0,0.00,0,0,88.9,0.16,0.07,5.2,2018-2019
1498,Reinildo Mandava,Mozambique,DF,Lille,Ligue 1,24,1994,3,97,0,0,0,0,0,0.0,0.0,2,4,0.00,0.00,3,2,66.7,0,1,1,0,0,0,0,0,0,0,0,0,51,64,79.7,198,89.2,82.4,42.9,1,3,2,5,2,50.0,50.0,2,1,0,0,0,0,0,0.00,0,0,100.0,0.93,0.00,0,2018-2019
1499,Aïssa Mandi,Algeria,DF,Betis,La Liga,26,1991,35,3059,1,1,2,1,0,0.6,0.6,23,172,0.03,0.03,52,34,41.4,23,16,41,71,2,0,0,0,0,0,0,0,2407,2616,92.0,15490,94.4,93.8,84.0,16,182,10,221,9,77.8,22.2,23,38,3,5,1,6,50.0,0.09,0.17,0.33,58.2,1.15,0.06,0,2018-2019
1500,Rolando Mandragora,Italy,MF,Udinese,Serie A,21,1997,35,2918,3,2,5,3,0,1.7,1.7,18,108,0.09,0.06,66,35,34.8,9,40,43,59,0,0,0,0,0,0,0,0,973,1195,81.4,4588,88.6,83.5,68.4,29,64,19,64,12,33.3,66.7,18,18,2,14,3,46,23.9,0.34,0.07,0.27,52.1,1.85,0.12,0,2018-2019
1501,Mario Mandžukić,Croatia,FW,Juventus,Serie A,32,1986,25,2014,9,6,15,9,0,6.4,6.4,18,50,0.40,0.27,34,25,50.0,5,12,13,22,0,0,0,0,0,0,0,0,432,616,70.1,1336,79.6,69.4,55.6,30,17,18,31,8,62.5,37.5,18,15,1,20,9,31,54.8,0.76,0.29,0.53,55.8,2.50,0.45,0,2018-2019
1502,Sadio Mané,Senegal,FW,Liverpool,Premier League,26,1992,36,3077,22,1,23,22,0,15.1,15.1,121,129,0.64,0.03,35,29,32.6,4,24,15,10,1,0,0,0,0,0,0,0,946,1243,76.1,2984,84.8,77.1,63.8,45,79,49,17,101,50.5,49.5,121,87,48,48,22,87,48.3,1.23,0.25,0.52,32.1,3.48,0.47,0,2018-2019
1503,Thomas Mangani,France,MF,Angers,Ligue 1,31,1987,29,1598,3,0,3,0,3,3.9,0.8,16,125,0.17,0.00,42,27,30.6,2,11,23,24,0,0,0,0,0,0,0,0,962,1218,79.0,5837,87.7,85.2,46.1,32,87,13,28,11,72.7,27.3,16,16,3,23,3,16,31.3,0.28,0.00,0.00,28.6,2.98,0.17,0,2018-2019
1504,Kostas Manolas,Greece,DF,Roma,Serie A,27,1991,27,2324,1,1,2,1,0,1.8,1.8,8,55,0.04,0.04,32,24,65.4,25,9,50,117,2,0,0,0,0,0,0,0,913,1041,87.7,6789,91.1,91.3,71.2,3,35,3,182,3,100.0,0.0,8,6,0,1,1,14,7.1,0.04,0.07,1.00,68.1,0.58,0.15,0,2018-2019
1505,Javier Manquillo,Spain,DF,Newcastle Utd,Premier League,24,1994,18,1101,0,3,3,0,0,0.1,0.1,26,29,0.00,0.25,27,19,64.3,1,8,17,58,0,0,0,0,0,0,0,0,340,506,67.2,2114,79.6,61.0,40.7,9,25,12,47,11,45.5,54.5,26,29,0,9,0,2,50.0,0.08,0.00,0.00,48.7,2.29,0.25,0,2018-2019
1506,Martín Mantovani,Argentina,DF,Huesca,La Liga,34,1984,9,701,2,0,2,2,0,0.5,0.5,0,10,0.26,0.00,15,9,54.5,3,1,22,48,0,0,0,0,0,0,0,0,180,226,79.6,1247,93.0,77.9,56.0,0,3,0,61,0,0,0,0,3,1,3,2,5,60.0,0.39,0.40,0.67,69.8,0.39,0.13,0,2018-2019
1507,Juan Manuel Valencia,Colombia,FW,Bologna,Serie A,20,1998,1,28,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,11,90.9,40,100.0,100.0,50.0,0,1,0,0,1,0.0,100.0,0,2,0,1,0,1,0.0,0.00,0.00,0,0.0,0.00,0.00,0,2018-2019
1508,Harrison Manzala,Democratic Republic of the Congo,MF,Angers,Ligue 1,24,1994,8,74,0,0,0,0,0,0.6,0.6,2,2,0.00,0.00,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,14,28,50.0,38,69.2,40.0,0.0,0,1,1,1,1,0.0,100.0,2,0,0,1,0,2,0.0,0.00,0.00,0,40.0,1.22,0.00,0,2018-2019
1509,Fran Manzanara,Spain,DF,Levante,La Liga,21,1996,4,157,0,0,0,0,0,0.6,0.6,0,3,0.00,0.00,7,5,100.0,2,1,1,7,0,0,0,0,0,0,0,0,60,68,88.2,276,86.7,93.3,80.0,0,0,0,11,0,0,0,0,2,0,0,0,1,0.0,0.00,0.00,0,55.6,1.15,0.00,0,2018-2019
1510,Myziane Maolida,Comoros,FW,Nice,Ligue 1,19,1999,14,952,0,3,3,0,0,2.5,2.5,35,46,0.00,0.28,12,8,50.0,0,5,1,5,0,0,0,0,0,0,0,0,286,355,80.6,966,84.4,86.1,47.1,19,19,13,9,45,42.2,57.8,35,32,19,27,0,18,38.9,0.66,0.00,0.00,32.1,2.93,0.28,0,2018-2019
1511,Faitout Maouassa,France,DF,Nîmes,Ligue 1,20,1998,27,2137,0,1,1,0,0,0.7,0.7,75,76,0.00,0.04,55,30,59.0,5,19,23,81,1,0,0,0,0,0,0,0,724,1026,70.6,5368,84.9,73.0,38.6,13,62,18,56,51,45.1,54.9,75,48,8,22,0,8,37.5,0.13,0.00,0.00,62.5,1.64,0.17,0,2018-2019
1512,Fernando Marçal,Brazil,DF,Lyon,Ligue 1,29,1989,12,878,0,0,0,0,0,0.2,0.2,25,89,0.00,0.00,25,16,80.0,3,6,30,42,0,0,0,0,0,0,0,0,708,814,87.0,3729,93.8,88.9,68.1,3,76,5,40,6,16.7,83.3,25,24,2,4,0,5,20.0,0.10,0.00,0.00,56.7,1.64,0.31,0,2018-2019
1513,Iván Marcano,Spain,DF,Roma,Serie A,31,1987,10,810,0,0,0,0,0,0.2,0.2,6,34,0.00,0.00,8,4,62.5,6,7,24,45,0,0,0,0,0,0,0,0,474,553,85.7,3374,90.6,90.9,69.1,6,25,4,72,6,50.0,50.0,6,5,2,2,0,3,33.3,0.11,0.00,0.00,68.3,1.44,0.00,0,2018-2019
1514,Marcelo,Brazil,DF,Real Madrid,La Liga,30,1988,23,1853,2,2,4,2,0,1.9,1.9,60,183,0.10,0.10,34,19,38.5,2,17,17,21,0,0,0,0,0,0,0,0,1267,1560,81.2,7061,91.9,83.4,50.2,33,120,48,36,49,67.3,32.7,60,45,12,14,2,35,34.3,0.58,0.06,0.17,25.0,3.92,0.34,0,2018-2019
1515,Marcelo,Brazil,DF,Lyon,Ligue 1,31,1987,33,2878,0,1,1,0,0,2.3,2.3,22,190,0.00,0.03,48,33,79.2,22,8,62,152,2,0,0,0,0,0,0,0,2096,2397,87.4,15833,89.3,91.5,75.6,11,120,6,205,8,100.0,0.0,22,8,1,6,0,25,16.0,0.13,0.00,0.00,79.2,0.97,0.06,0,2018-2019
1516,Solly March,England,FW,Brighton,Premier League,24,1994,35,2463,1,5,6,1,0,2.5,2.5,65,60,0.04,0.18,56,24,42.2,4,30,27,44,0,0,0,0,0,0,0,0,598,938,63.8,2627,81.8,65.9,46.8,41,35,38,42,84,58.3,41.7,65,34,18,41,1,43,20.9,0.33,0.02,0.11,21.8,3.10,0.29,0,2018-2019
1517,Federico Marchetti,Italy,GK,Genoa,Serie A,35,1983,4,360,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,1,0,10,2.50,9,44.4,1,25.0,0,84,116,72.4,2333,100.0,97.4,55.4,0,4,0,103,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0.00,0.0,2018-2019
1518,Gian Marco Ferrari,Italy,DF,Sassuolo,Serie A,26,1992,31,2790,4,0,4,4,0,2.2,2.2,35,143,0.13,0.00,41,23,75.0,20,16,36,97,1,0,0,0,0,0,0,0,1647,1914,86.1,11935,90.7,90.3,63.2,5,135,7,189,5,80.0,20.0,35,16,0,5,4,23,34.8,0.26,0.17,0.50,67.8,0.84,0.00,0,2018-2019
1519,Óscar de Marcos,Spain,DF,Athletic Club,La Liga,29,1989,30,2421,1,2,3,1,0,1.3,1.3,58,107,0.04,0.07,60,32,46.8,4,25,27,62,0,0,0,0,0,0,0,0,1029,1349,76.3,5713,86.7,78.9,45.1,26,72,34,77,26,38.5,61.5,58,47,5,14,1,9,22.2,0.07,0.11,0.50,52.9,2.23,0.15,0,2018-2019
1520,Georg Margreitter,Austria,DF,Nürnberg,Bundesliga,29,1988,27,2064,2,0,2,2,0,1.2,1.2,18,113,0.09,0.00,39,24,81.6,26,3,26,141,0,0,0,0,0,0,0,0,992,1216,81.6,7967,91.4,88.0,58.1,3,67,8,195,9,55.6,44.4,18,5,0,7,2,16,25.0,0.17,0.13,0.50,63.4,0.87,0.09,0,2018-2019
1521,Miguel Marí,Spain,MF,Eibar,La Liga,21,1997,2,69,0,0,0,0,0,0.0,0.0,0,3,0.00,0.00,0,0,0.0,0,0,1,2,0,0,0,0,0,0,0,0,36,40,90.0,106,94.7,84.6,100.0,0,6,0,2,0,0,0,0,2,0,1,0,1,0.0,0.00,0.00,0,33.3,2.61,0.00,0,2018-2019
1522,José María Giménez,Uruguay,DF,Atlético Madrid,La Liga,23,1995,21,1772,0,0,0,0,0,1.2,1.2,4,29,0.00,0.00,26,15,50.0,14,13,44,128,2,0,0,0,0,0,0,0,585,734,79.7,4916,90.5,87.2,60.5,3,36,2,153,8,87.5,12.5,4,4,0,2,0,15,20.0,0.15,0.00,0.00,68.8,0.56,0.00,0,2018-2019
1523,Mariano,Dominican Republic,FW,Real Madrid,La Liga,24,1993,13,447,3,0,3,3,0,2.6,2.6,4,9,0.60,0.00,2,1,0.0,0,2,0,2,0,0,0,0,0,0,0,0,69,92,75.0,162,80.3,72.7,100.0,5,7,2,2,4,25.0,75.0,4,4,3,4,3,23,34.8,1.61,0.13,0.38,47.8,2.21,0.00,0,2018-2019
1524,Mariano,Dominican Republic,FW,Lyon,Ligue 1,24,1993,3,143,0,0,0,0,0,0.2,0.2,4,0,0.00,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,31,74.2,29,81.0,80.0,0.0,1,1,0,0,4,75.0,25.0,4,4,0,1,0,3,0.0,0.00,0.00,0,100.0,1.25,0.62,0,2018-2019
1525,Adrian Mariappa,Jamaica,DF,Watford,Premier League,31,1986,26,1927,0,0,0,0,0,0.7,0.7,3,41,0.00,0.00,35,22,50.0,15,8,26,120,2,0,0,0,0,0,0,0,731,890,82.1,5623,91.4,89.2,51.3,5,40,4,135,2,50.0,50.0,3,2,1,5,0,7,14.3,0.05,0.00,0.00,52.6,0.65,0.05,0,2018-2019
1526,Jordan Marié,France,MF,Dijon,Ligue 1,26,1991,26,1803,1,1,2,1,0,1.1,1.1,17,101,0.05,0.05,52,28,36.2,5,23,40,32,0,0,0,0,0,0,0,0,678,878,77.2,3091,85.0,82.3,60.0,14,79,11,47,17,70.6,29.4,17,21,1,11,1,15,46.7,0.35,0.07,0.14,40.8,1.80,0.05,0,2018-2019
1527,Adrián Marín,Spain,DF,Alavés,La Liga,21,1997,6,290,0,0,0,0,0,0.3,0.3,4,8,0.00,0.00,13,8,57.1,0,1,7,13,0,0,0,0,0,0,0,0,77,116,66.4,693,97.7,57.4,22.2,0,6,0,10,5,20.0,80.0,4,7,1,0,0,2,0.0,0.00,0.00,0,66.7,0.00,0.00,0,2018-2019
1528,João Mário,Portugal,MF,Inter,Serie A,25,1993,20,1082,1,2,3,1,0,1.0,1.0,59,77,0.08,0.17,28,16,29.0,0,14,6,4,1,0,0,0,0,0,0,0,612,748,81.8,2128,89.3,78.6,63.0,18,50,22,13,35,65.7,34.3,59,42,8,19,1,16,18.8,0.25,0.06,0.33,45.5,3.74,0.42,0,2018-2019
1529,Guillermo Maripán,Chile,DF,Alavés,La Liga,24,1994,23,2008,2,2,4,2,0,2.5,2.5,10,48,0.09,0.09,46,26,68.4,19,16,40,133,2,0,0,0,0,0,0,0,533,709,75.2,5470,82.4,87.4,57.9,3,31,1,168,4,50.0,50.0,10,4,1,1,2,15,26.7,0.18,0.13,0.50,72.0,0.81,0.22,0,2018-2019
1530,Lazar Marković,Serbia,MF,Fulham,Premier League,24,1994,1,45,0,0,0,0,0,0.0,0.0,1,3,0.00,0.00,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,28,29,96.6,77,94.1,100.0,100.0,1,1,1,1,1,100.0,0.0,1,2,0,2,0,0,0,0.00,0,0,0,2.00,0.00,0,2018-2019
1531,Marlon,Brazil,DF,Sassuolo,Serie A,22,1995,18,1508,1,0,1,1,0,0.4,0.4,8,79,0.06,0.00,29,18,71.4,12,10,24,39,0,0,0,0,0,0,0,0,1000,1079,92.7,7138,94.1,95.4,85.5,3,62,5,89,6,66.7,33.3,8,10,0,2,1,6,33.3,0.12,0.17,0.50,42.0,1.01,0.06,0,2018-2019
1532,Marquinhos,Brazil,DF,Paris S-G,Ligue 1,24,1994,30,2693,3,2,5,3,0,2.0,2.0,19,179,0.10,0.07,65,41,59.6,13,17,44,84,1,0,0,0,0,0,0,0,2088,2273,91.9,12823,94.6,95.6,76.8,9,141,11,189,7,85.7,14.3,19,22,1,8,3,11,27.3,0.10,0.27,1.00,63.6,0.87,0.07,0,2018-2019
1533,Roger Martí,Spain,FW,Levante,La Liga,27,1991,31,1887,13,0,13,11,2,12.8,11.3,27,30,0.62,0.00,8,6,5.3,1,13,4,9,0,0,0,0,0,0,0,0,243,367,66.2,602,79.1,62.1,55.9,16,15,5,12,27,40.7,59.3,27,10,9,19,13,69,40.6,1.34,0.16,0.39,28.4,1.76,0.10,0,2018-2019
1534,Anthony Martial,France,FW,Manchester Utd,Premier League,22,1995,27,1621,10,2,12,9,1,6.2,5.4,109,66,0.56,0.11,9,7,9.1,0,12,3,8,0,0,0,0,0,0,0,0,573,752,76.2,1803,84.7,75.8,33.3,36,34,28,9,65,49.2,50.8,109,66,53,33,10,38,57.9,1.22,0.24,0.41,50.0,3.83,0.67,0,2018-2019
1535,Aarón Martín,Spain,DF,Mainz 05,Bundesliga,21,1997,33,2878,0,3,3,0,0,0.8,0.8,115,106,0.00,0.09,55,30,52.6,11,27,38,75,1,0,0,0,0,0,0,0,1284,1739,73.8,7229,90.7,74.4,39.6,63,74,38,114,56,80.4,19.6,115,85,11,23,0,18,27.8,0.16,0.00,0.00,39.0,3.31,0.28,0,2018-2019
1536,Jonas Martin,France,MF,Strasbourg,Ligue 1,28,1990,23,2059,3,1,4,1,2,3.9,1.5,46,153,0.13,0.04,46,28,51.5,12,18,30,42,0,0,0,0,0,0,0,0,1346,1541,87.3,5989,92.4,89.6,78.5,22,121,12,69,27,70.4,29.6,46,43,9,30,3,17,47.1,0.35,0.06,0.13,47.2,1.92,0.17,0,2018-2019
1537,Marvin Martin,France,MF,Reims,Ligue 1,30,1988,13,623,0,1,1,0,0,0.3,0.3,6,36,0.00,0.14,2,1,0.0,1,1,2,1,0,0,0,0,0,0,0,0,244,336,72.6,997,88.4,76.8,37.5,11,18,10,3,8,50.0,50.0,6,6,2,6,0,7,14.3,0.14,0.00,0.00,12.5,3.18,0.29,0,2018-2019
1538,Iñigo Martínez,Spain,DF,Athletic Club,La Liga,27,1991,33,2902,0,0,0,0,0,2.1,2.1,37,116,0.00,0.00,53,26,62.2,14,10,69,144,0,0,0,0,0,0,0,0,1138,1472,77.3,9410,89.3,86.5,56.0,7,95,10,165,5,80.0,20.0,37,19,2,6,0,25,16.0,0.12,0.00,0.00,56.9,0.47,0.03,0,2018-2019
1539,Javi Martínez,Spain,MF,Bayern Munich,Bundesliga,29,1988,21,1309,3,0,3,3,0,1.5,1.5,11,69,0.21,0.00,26,15,31.3,5,12,31,13,0,0,0,0,0,0,0,0,794,910,87.3,3312,94.1,88.8,68.5,7,60,3,13,9,55.6,44.4,11,14,1,2,3,18,44.4,0.55,0.17,0.38,58.6,1.44,0.00,0,2018-2019
