player_season_id,player_id,player_name,club_id,club_name,season_id,season_label,primary_position,appearances,starts,minutes_played,goals,assists,shots,shots_on_target,key_passes,progressive_passes,progressive_carries,successful_dribbles,xg,xa,tackles,interceptions,clearances,aerial_duels_won,yellow_cards,red_cards,clean_sheets,team_goals_scored,team_goals_conceded,league_name,final_table_rank,team_points,team_wins,team_draws,team_losses
max-christiansen-greuther-furth-2021-2022,max-christiansen,Max Christiansen,greuther-furth,Greuther Fürth,2021-2022,2021/22,MF,27,22,2054,0,0,10,1,0,0,0,0,0,0,0,0,0,0,5,0,0,28,82,Bundesliga,18,18,3,9,22
kingsley-coman-bayern-munich-2021-2022,kingsley-coman,Kingsley Coman,bayern-munich,Bayern Munich,2021-2022,2021/22,MF,21,16,1359,6,2,46,21,0,0,0,0,0,0,0,0,0,0,1,1,0,97,37,Bundesliga,1,77,24,5,5
danny-da-costa-eintracht-frankfurt-2021-2022,danny-da-costa,Danny da Costa,eintracht-frankfurt,Eintracht Frankfurt,2021-2022,2021/22,DF,11,7,725,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,45,49,Bundesliga,11,42,10,12,12
tanguy-coulibaly-stuttgart-2021-2022,tanguy-coulibaly,Tanguy Coulibaly,stuttgart,Stuttgart,2021-2022,2021/22,MF,21,11,1079,0,1,13,3,0,0,0,0,0,0,0,0,0,0,8,0,0,41,59,Bundesliga,15,33,7,12,15
rafael-czichos-koln-2021-2022,rafael-czichos,Rafael Czichos,koln,Köln,2021-2022,2021/22,DF,17,16,1402,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,52,49,Bundesliga,7,52,14,10,10
moanes-dabbur-hoffenheim-2021-2022,moanes-dabbur,Moanes Dabbur,hoffenheim,Hoffenheim,2021-2022,2021/22,MF,27,17,1310,3,4,34,9,0,0,0,0,0,0,0,0,0,0,5,0,0,58,60,Bundesliga,9,46,13,7,14
mahmoud-dahoud-dortmund-2021-2022,mahmoud-dahoud,Mahmoud Dahoud,dortmund,Dortmund,2021-2022,2021/22,DF,22,20,1658,2,3,22,4,0,0,0,0,0,0,0,0,0,0,7,1,0,85,52,Bundesliga,2,69,22,3,9
marton-dardai-hertha-bsc-2021-2022,marton-dardai,Márton Dárdai,hertha-bsc,Hertha BSC,2021-2022,2021/22,DF,12,9,755,0,1,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,37,71,Bundesliga,16,33,9,6,19
vladimir-darida-hertha-bsc-2021-2022,vladimir-darida,Vladimír Darida,hertha-bsc,Hertha BSC,2021-2022,2021/22,MF,25,23,1786,2,5,24,9,0,0,0,0,0,0,0,0,0,0,6,0,0,37,71,Bundesliga,16,33,9,6,19
alphonso-davies-bayern-munich-2021-2022,alphonso-davies,Alphonso Davies,bayern-munich,Bayern Munich,2021-2022,2021/22,DF,22,20,1740,0,3,18,6,0,0,0,0,0,0,0,0,0,0,3,0,0,97,37,Bundesliga,1,77,24,5,5
kerem-demirbay-leverkusen-2021-2022,kerem-demirbay,Kerem Demirbay,leverkusen,Leverkusen,2021-2022,2021/22,MF,29,23,2049,1,4,37,13,0,0,0,0,0,0,0,0,0,0,10,0,0,80,47,Bundesliga,3,64,19,7,8
ermedin-demirovic-freiburg-2021-2022,ermedin-demirovic,Ermedin Demirović,freiburg,Freiburg,2021-2022,2021/22,FW,31,9,871,2,3,25,9,0,0,0,0,0,0,0,0,0,0,4,0,0,58,46,Bundesliga,6,55,15,10,9
moussa-diaby-leverkusen-2021-2022,moussa-diaby,Moussa Diaby,leverkusen,Leverkusen,2021-2022,2021/22,MF,32,32,2760,13,12,54,26,0,0,0,0,0,0,0,0,0,0,10,1,0,80,47,Bundesliga,3,64,19,7,8
niklas-dorsch-augsburg-2021-2022,niklas-dorsch,Niklas Dorsch,augsburg,Augsburg,2021-2022,2021/22,MF,30,27,2324,1,0,12,1,0,0,0,0,0,0,0,0,0,0,8,0,0,39,56,Bundesliga,14,38,10,8,16
ondrej-duda-koln-2021-2022,ondrej-duda,Ondrej Duda,koln,Köln,2021-2022,2021/22,MF,31,20,1611,2,0,42,14,0,0,0,0,0,0,0,0,0,0,5,0,0,52,49,Bundesliga,7,52,14,10,10
jeremy-dudziak-greuther-furth-2021-2022,jeremy-dudziak,Jeremy Dudziak,greuther-furth,Greuther Fürth,2021-2022,2021/22,MF,22,15,1134,2,0,16,5,0,0,0,0,0,0,0,0,0,0,1,0,0,28,82,Bundesliga,18,18,3,9,22
erik-durm-eintracht-frankfurt-2021-2022,erik-durm,Erik Durm,eintracht-frankfurt,Eintracht Frankfurt,2021-2022,2021/22,DF,7,7,474,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,49,Bundesliga,11,42,10,12,12
maximilian-eggestein-freiburg-2021-2022,maximilian-eggestein,Maximilian Eggestein,freiburg,Freiburg,2021-2022,2021/22,MF,31,26,2194,1,2,23,6,0,0,0,0,0,0,0,0,0,0,2,0,0,58,46,Bundesliga,6,55,15,10,9
kingsley-ehizibue-koln-2021-2022,kingsley-ehizibue,Kingsley Ehizibue,koln,Köln,2021-2022,2021/22,DF,16,6,681,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,52,49,Bundesliga,7,52,14,10,10
jurgen-ekkelenkamp-hertha-bsc-2021-2022,jurgen-ekkelenkamp,Jurgen Ekkelenkamp,hertha-bsc,Hertha BSC,2021-2022,2021/22,MF,21,6,718,3,0,14,4,0,0,0,0,0,0,0,0,0,0,1,0,0,37,71,Bundesliga,16,33,9,6,19
nico-elvedi-gladbach-2021-2022,nico-elvedi,Nico Elvedi,gladbach,Gladbach,2021-2022,2021/22,DF,28,28,2430,1,0,13,1,0,0,0,0,0,0,0,0,0,0,3,1,0,54,61,Bundesliga,10,45,12,9,13
breel-embolo-gladbach-2021-2022,breel-embolo,Breel Embolo,gladbach,Gladbach,2021-2022,2021/22,MF,29,24,2166,9,3,48,24,0,0,0,0,0,0,0,0,0,0,3,0,0,54,61,Bundesliga,10,45,12,9,13
wataru-endo-stuttgart-2021-2022,wataru-endo,Wataru Endo,stuttgart,Stuttgart,2021-2022,2021/22,MF,33,33,2899,4,2,45,17,0,0,0,0,0,0,0,0,0,0,4,0,0,41,59,Bundesliga,15,33,7,12,15
ohis-felix-uduokhai-augsburg-2021-2022,ohis-felix-uduokhai,Ohis Felix Uduokhai,augsburg,Augsburg,2021-2022,2021/22,DF,13,8,787,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,56,Bundesliga,14,38,10,8,16
mark-flekken-freiburg-2021-2022,mark-flekken,Mark Flekken,freiburg,Freiburg,2021-2022,2021/22,GK,32,32,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,46,Bundesliga,6,55,15,10,9
emil-forsberg-rb-leipzig-2021-2022,emil-forsberg,Emil Forsberg,rb-leipzig,RB Leipzig,2021-2022,2021/22,MF,31,20,1706,6,2,42,16,0,0,0,0,0,0,0,0,0,0,2,0,0,72,37,Bundesliga,4,58,17,7,10
philipp-forster-stuttgart-2021-2022,philipp-forster,Philipp Förster,stuttgart,Stuttgart,2021-2022,2021/22,MF,20,11,967,2,1,29,7,0,0,0,0,0,0,0,0,0,0,4,0,0,41,59,Bundesliga,15,33,7,12,15
raphael-framberger-augsburg-2021-2022,raphael-framberger,Raphael Framberger,augsburg,Augsburg,2021-2022,2021/22,DF,23,9,848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,39,56,Bundesliga,14,38,10,8,16
marvin-friedrich-gladbach-2021-2022,marvin-friedrich,Marvin Friedrich,gladbach,Gladbach,2021-2022,2021/22,DF,8,7,600,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,54,61,Bundesliga,10,45,12,9,13
marvin-friedrich-union-berlin-2021-2022,marvin-friedrich,Marvin Friedrich,union-berlin,Union Berlin,2021-2022,2021/22,DF,13,13,1169,0,0,14,4,0,0,0,0,0,0,0,0,0,0,4,1,0,50,44,Bundesliga,5,57,16,9,9
jeremie-frimpong-leverkusen-2021-2022,jeremie-frimpong,Jeremie Frimpong,leverkusen,Leverkusen,2021-2022,2021/22,DF,25,25,2052,1,6,11,4,0,0,0,0,0,0,0,0,0,0,6,0,0,80,47,Bundesliga,3,64,19,7,8
chris-fuhrich-stuttgart-2021-2022,chris-fuhrich,Chris Führich,stuttgart,Stuttgart,2021-2022,2021/22,MF,25,21,1714,3,2,30,13,0,0,0,0,0,0,0,0,0,0,3,0,0,41,59,Bundesliga,15,33,7,12,15
marius-funk-greuther-furth-2021-2022,marius-funk,Marius Funk,greuther-furth,Greuther Fürth,2021-2022,2021/22,GK,8,8,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,82,Bundesliga,18,18,3,9,22
cristian-gamboa-bochum-2021-2022,cristian-gamboa,Cristian Gamboa,bochum,Bochum,2021-2022,2021/22,DF,23,20,1722,1,0,5,1,0,0,0,0,0,0,0,0,0,0,6,0,0,38,52,Bundesliga,13,42,12,6,16
linus-gechter-hertha-bsc-2021-2022,linus-gechter,Linus Gechter,hertha-bsc,Hertha BSC,2021-2022,2021/22,DF,13,6,716,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,71,Bundesliga,16,33,9,6,19
dennis-geiger-hoffenheim-2021-2022,dennis-geiger,Dennis Geiger,hoffenheim,Hoffenheim,2021-2022,2021/22,MF,20,17,1377,2,2,14,2,0,0,0,0,0,0,0,0,0,0,6,0,0,58,60,Bundesliga,9,46,13,7,14
yannick-gerhardt-wolfsburg-2021-2022,yannick-gerhardt,Yannick Gerhardt,wolfsburg,Wolfsburg,2021-2022,2021/22,DF,27,17,1574,1,3,14,3,0,0,0,0,0,0,0,0,0,0,2,0,0,43,54,Bundesliga,12,42,12,6,16
hamadi-al-ghaddioui-stuttgart-2021-2022,hamadi-al-ghaddioui,Hamadi Al Ghaddioui,stuttgart,Stuttgart,2021-2022,2021/22,FW,10,7,498,2,2,12,4,0,0,0,0,0,0,0,0,0,0,2,0,0,41,59,Bundesliga,15,33,7,12,15
niko-giesselmann-union-berlin-2021-2022,niko-giesselmann,Niko Gießelmann,union-berlin,Union Berlin,2021-2022,2021/22,MF,28,25,2083,3,6,27,12,0,0,0,0,0,0,0,0,0,0,3,0,0,50,44,Bundesliga,5,57,16,9,9
rafal-gikiewicz-augsburg-2021-2022,rafal-gikiewicz,Rafał Gikiewicz,augsburg,Augsburg,2021-2022,2021/22,GK,34,34,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,56,Bundesliga,14,38,10,8,16
matthias-ginter-gladbach-2021-2022,matthias-ginter,Matthias Ginter,gladbach,Gladbach,2021-2022,2021/22,DF,28,27,2355,1,0,31,14,0,0,0,0,0,0,0,0,0,0,2,0,0,54,61,Bundesliga,10,45,12,9,13
serge-gnabry-bayern-munich-2021-2022,serge-gnabry,Serge Gnabry,bayern-munich,Bayern Munich,2021-2022,2021/22,MF,34,25,2185,14,5,68,28,0,0,0,0,0,0,0,0,0,0,0,0,0,97,37,Bundesliga,1,77,24,5,5
leon-goretzka-bayern-munich-2021-2022,leon-goretzka,Leon Goretzka,bayern-munich,Bayern Munich,2021-2022,2021/22,MF,19,19,1396,3,3,45,12,0,0,0,0,0,0,0,0,0,0,0,0,0,97,37,Bundesliga,1,77,24,5,5
jeffrey-gouweleeuw-augsburg-2021-2022,jeffrey-gouweleeuw,Jeffrey Gouweleeuw,augsburg,Augsburg,2021-2022,2021/22,DF,29,29,2576,2,0,12,6,0,0,0,0,0,0,0,0,0,0,9,0,0,39,56,Bundesliga,14,38,10,8,16
