Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
1519,Fer López,,"FW,MF",Celta Vigo,es La Liga,,,17,7,671,7.5,2,0,2,2,0,0,2,0,2.7,2.7,1.9,4.6,27,43,58,0.27,0.0,0.27,0.27,0.27,0.37,0.25,0.62,0.37,0.62
1520,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,21.0,2003.0,28,12,1252,13.9,6,5,11,6,0,0,4,1,5.6,5.6,3.9,9.5,31,79,108,0.43,0.36,0.79,0.43,0.79,0.41,0.28,0.69,0.41,0.69
1521,Javi López,es ESP,DF,Real Sociedad,es La Liga,22.0,2002.0,29,21,1936,21.5,0,0,0,0,0,0,4,0,0.1,0.1,0.4,0.5,36,73,64,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
1522,Pau López,es ESP,GK,Girona,es La Liga,29.0,1994.0,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523,Roberto López,es ESP,MF,Leganés,es La Liga,24.0,2000.0,13,3,396,4.4,0,1,1,0,0,0,0,0,0.5,0.5,0.9,1.4,3,20,11,0.0,0.23,0.23,0.0,0.23,0.11,0.2,0.31,0.11,0.31
1524,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,28.0,1995.0,32,23,1707,19.0,3,1,4,3,0,0,9,1,1.6,1.6,1.0,2.6,22,112,40,0.16,0.05,0.21,0.16,0.21,0.08,0.05,0.14,0.08,0.14
1525,Iker Losada,es ESP,"FW,MF",Celta Vigo,es La Liga,22.0,2001.0,12,4,358,4.0,1,0,1,1,0,0,2,0,1.1,1.1,0.3,1.5,9,17,23,0.25,0.0,0.25,0.25,0.25,0.29,0.09,0.38,0.29,0.38
1526,Iker Losada,es ESP,"MF,FW",Betis,es La Liga,22.0,2001.0,10,3,336,3.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,9,14,16,0.0,0.0,0.0,0.0,0.0,0.13,0.08,0.21,0.13,0.21
1527,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,38.0,1986.0,21,13,1137,12.6,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,3,45,11,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
1528,Jordan Lotomba,ch SUI,"MF,DF",Nice,fr Ligue 1,25.0,1998.0,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529,Tom Louchet,fr FRA,"DF,MF",Nice,fr Ligue 1,21.0,2003.0,22,7,775,8.6,1,0,1,1,0,0,1,0,0.8,0.8,1.2,1.9,19,36,37,0.12,0.0,0.12,0.12,0.12,0.09,0.14,0.22,0.09,0.22
1530,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,26.0,1998.0,36,31,2308,25.6,2,3,5,2,0,0,5,0,2.6,2.6,3.4,6.0,60,120,71,0.08,0.12,0.19,0.08,0.19,0.1,0.13,0.24,0.1,0.24
1531,Pol Lozano,es ESP,MF,Espanyol,es La Liga,24.0,1999.0,30,27,1943,21.6,0,1,1,0,0,0,12,0,0.2,0.2,0.8,1.0,18,115,12,0.0,0.05,0.05,0.0,0.05,0.01,0.04,0.05,0.01,0.05
1532,Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,23.0,2000.0,33,27,2353,26.1,12,1,13,11,1,1,10,0,7.6,6.8,1.6,8.4,15,18,98,0.46,0.04,0.5,0.42,0.46,0.29,0.06,0.35,0.26,0.32
1533,Jhon Lucumí,co COL,DF,Bologna,it Serie A,26.0,1998.0,32,29,2614,29.0,0,1,1,0,0,0,8,1,0.6,0.6,0.4,1.0,34,108,7,0.0,0.03,0.03,0.0,0.03,0.02,0.01,0.03,0.02,0.03
1534,Yannik Lührs,de GER,DF,Dortmund,de Bundesliga,20.0,2003.0,3,1,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
1535,José Luis Gayà,es ESP,DF,Valencia,es La Liga,29.0,1995.0,23,22,1803,20.0,0,1,1,0,0,0,7,0,1.0,1.0,2.6,3.6,29,59,156,0.0,0.05,0.05,0.0,0.05,0.05,0.13,0.18,0.05,0.18
1536,José Luis Palomino,ar ARG,DF,Cagliari,it Serie A,34.0,1990.0,18,10,1081,12.0,1,0,1,1,0,0,3,0,0.5,0.5,0.0,0.5,4,35,1,0.08,0.0,0.08,0.08,0.08,0.04,0.0,0.04,0.04,0.04
1537,Douglas Luiz,br BRA,MF,Juventus,it Serie A,26.0,1998.0,19,3,529,5.9,0,0,0,0,0,0,2,0,0.6,0.6,1.0,1.6,16,35,12,0.0,0.0,0.0,0.0,0.0,0.11,0.16,0.27,0.11,0.27
1538,Romelu Lukaku,be BEL,FW,Napoli,it Serie A,31.0,1993.0,36,35,2843,31.6,14,10,24,11,3,4,4,0,13.0,9.8,4.0,13.8,31,36,219,0.44,0.32,0.76,0.35,0.66,0.41,0.13,0.54,0.31,0.44
1539,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,21.0,2002.0,23,18,1577,17.5,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,18,80,23,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04
1540,Dodi Lukebakio,be BEL,FW,Sevilla,es La Liga,26.0,1997.0,38,36,3092,34.4,11,2,13,10,1,1,3,1,10.1,9.3,4.5,13.8,131,93,247,0.32,0.06,0.38,0.29,0.35,0.29,0.13,0.42,0.27,0.4
1541,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,27.0,1996.0,30,28,2344,26.0,0,2,2,0,0,0,12,0,1.2,1.2,2.7,3.9,39,98,33,0.0,0.08,0.08,0.0,0.08,0.04,0.11,0.15,0.04,0.15
1542,Milos Lukovic,rs SRB,"FW,MF",Strasbourg,fr Ligue 1,18.0,2005.0,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543,Joe Lumley,eng ENG,GK,Southampton,eng Premier League,29.0,1995.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1544,Daniel Luna,co COL,MF,Mallorca,es La Liga,21.0,2003.0,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1545,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,25.0,1999.0,7,7,630,7.0,0,1,1,0,0,0,0,0,0.0,0.0,0.9,0.9,0,0,0,0.0,0.14,0.14,0.0,0.14,0.0,0.13,0.13,0.0,0.13
1546,Massimo Luongo,au AUS,MF,Ipswich Town,eng Premier League,31.0,1992.0,11,2,201,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547,Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,27.0,1996.0,36,36,3240,36.0,1,3,4,1,0,0,4,0,2.2,2.2,1.3,3.4,22,96,11,0.03,0.08,0.11,0.03,0.11,0.06,0.04,0.1,0.06,0.1
1548,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,22.0,2002.0,26,19,1606,17.8,2,2,4,2,0,0,2,0,2.1,2.1,3.1,5.2,70,31,125,0.11,0.11,0.22,0.11,0.22,0.12,0.17,0.29,0.12,0.29
1549,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,30.0,1993.0,17,12,1048,11.6,0,4,4,0,0,0,3,0,0.2,0.2,1.6,1.8,10,49,36,0.0,0.34,0.34,0.0,0.34,0.02,0.14,0.16,0.02,0.16
1550,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,25.0,1999.0,32,32,2733,30.4,0,1,1,0,0,0,9,0,1.1,1.1,0.6,1.7,9,91,28,0.0,0.03,0.03,0.0,0.03,0.04,0.02,0.06,0.04,0.06
1551,Mathias Løvik,no NOR,"DF,FW",Parma,it Serie A,20.0,2003.0,6,0,92,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,1,6,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.18,0.09,0.18
1552,Othmane Maamma,ma MAR,"FW,MF",Montpellier,fr Ligue 1,18.0,2005.0,12,2,361,4.0,1,1,2,1,0,0,1,0,0.7,0.7,0.2,0.9,8,2,24,0.25,0.25,0.5,0.25,0.5,0.23,0.06,0.29,0.23,0.29
1553,Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,22.0,2002.0,29,10,1139,12.7,1,2,3,1,0,0,2,0,0.9,0.9,2.7,3.6,31,50,104,0.08,0.16,0.24,0.08,0.24,0.07,0.22,0.28,0.07,0.28
1554,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,25.0,1998.0,35,30,2599,28.9,5,5,10,5,0,0,6,0,2.8,2.8,4.7,7.5,36,177,80,0.17,0.17,0.35,0.17,0.35,0.1,0.16,0.26,0.1,0.26
1555,Deiver Machado,co COL,"DF,MF",Lens,fr Ligue 1,30.0,1993.0,27,20,1805,20.1,1,4,5,1,0,0,7,2,2.3,2.3,2.1,4.3,42,45,80,0.05,0.2,0.25,0.05,0.25,0.11,0.1,0.22,0.11,0.22
1556,Lanroy Machine,fr FRA,FW,Angers,fr Ligue 1,18.0,2005.0,2,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.62,0.62,0.62
1557,Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,de Bundesliga,24.0,1999.0,32,23,1953,21.7,11,2,13,9,2,2,2,0,6.5,4.9,3.0,7.9,30,59,108,0.51,0.09,0.6,0.41,0.51,0.3,0.14,0.44,0.23,0.36
1558,Darwin Machís,ve VEN,"MF,FW",Valladolid,es La Liga,31.0,1993.0,18,7,639,7.1,0,1,1,0,0,0,0,0,0.9,0.9,0.5,1.4,17,19,43,0.0,0.14,0.14,0.0,0.14,0.12,0.07,0.2,0.12,0.2
1559,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,25.0,1998.0,12,10,790,8.8,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.5,25,46,40,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07
1560,James Maddison,eng ENG,MF,Tottenham,eng Premier League,27.0,1996.0,31,21,1809,20.1,9,7,16,9,0,0,6,0,5.8,5.8,4.2,10.0,45,164,95,0.45,0.35,0.8,0.45,0.8,0.29,0.21,0.5,0.29,0.5
1561,Eros Maddy,nl NED,DF,Auxerre,fr Ligue 1,23.0,2001.0,2,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.52,0.0,0.52
1562,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,22.0,2002.0,32,27,2033,22.6,7,3,10,7,0,0,3,0,9.6,9.6,4.2,13.9,154,69,226,0.31,0.13,0.44,0.31,0.44,0.43,0.19,0.61,0.43,0.61
1563,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,27.0,1997.0,30,28,2368,26.3,0,2,2,0,0,0,7,0,0.3,0.3,4.1,4.4,46,74,122,0.0,0.08,0.08,0.0,0.08,0.01,0.16,0.17,0.01,0.17
1564,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,26.0,1997.0,28,28,2363,26.3,3,1,4,3,0,0,4,0,2.6,2.6,0.9,3.5,10,126,11,0.11,0.04,0.15,0.11,0.15,0.1,0.03,0.13,0.1,0.13
1565,Soungoutou Magassa,fr FRA,MF,Monaco,fr Ligue 1,20.0,2003.0,21,12,1025,11.4,0,1,1,0,0,0,5,1,0.5,0.5,0.9,1.4,6,63,11,0.0,0.09,0.09,0.0,0.09,0.04,0.08,0.12,0.04,0.12
1566,Edmond-Paris Maghoma,eng ENG,"MF,FW",Brentford,eng Premier League,23.0,2001.0,8,0,119,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,13,4,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.17,0.09,0.17
1567,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,28.0,1995.0,17,11,1065,11.8,1,0,1,1,0,0,2,0,1.1,1.1,0.0,1.2,4,31,7,0.08,0.0,0.08,0.08,0.08,0.1,0.0,0.1,0.1,0.1
1568,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,26.0,1998.0,32,27,2323,25.8,1,0,1,1,0,0,5,0,0.8,0.8,0.4,1.2,21,80,20,0.04,0.0,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05
1569,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,24.0,1999.0,31,17,1516,16.8,5,1,6,5,0,0,5,1,6.0,6.0,1.5,7.5,17,25,80,0.3,0.06,0.36,0.3,0.36,0.36,0.09,0.45,0.36,0.45
1570,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,31.0,1993.0,27,19,1758,19.5,1,0,1,1,0,0,7,0,1.8,1.8,0.6,2.4,7,51,7,0.05,0.0,0.05,0.05,0.05,0.09,0.03,0.12,0.09,0.12
1571,Jon Magunazelaia,es ESP,MF,Real Sociedad,es La Liga,23.0,2001.0,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1572,Arne Maier,de GER,MF,Augsburg,de Bundesliga,25.0,1999.0,28,7,938,10.4,0,0,0,0,0,0,0,1,1.5,1.5,1.5,3.0,19,44,56,0.0,0.0,0.0,0.0,0.0,0.15,0.14,0.29,0.15,0.29
1573,Mike Maignan,fr FRA,GK,Milan,it Serie A,29.0,1995.0,37,37,3294,36.6,0,0,0,0,0,0,1,0,0.0,0.0,0.8,0.8,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
1574,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,29.0,1994.0,34,34,3060,34.0,1,1,2,1,0,0,3,0,1.9,1.9,0.3,2.3,21,102,12,0.03,0.03,0.06,0.03,0.06,0.06,0.01,0.07,0.06,0.07
1575,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,19.0,2005.0,25,19,1651,18.3,0,0,0,0,0,0,5,0,0.7,0.7,1.6,2.3,22,65,47,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.12,0.04,0.12
1576,Ainsley Maitland-Niles,eng ENG,DF,Lyon,fr Ligue 1,26.0,1997.0,32,20,1985,22.1,1,4,5,1,0,0,1,0,2.9,2.9,3.4,6.4,33,102,110,0.05,0.18,0.23,0.05,0.23,0.13,0.16,0.29,0.13,0.29
1577,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,24.0,1999.0,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1578,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,26.0,1998.0,9,3,304,3.4,2,1,3,1,1,1,1,0,1.4,0.6,1.1,1.7,8,17,10,0.59,0.3,0.89,0.3,0.59,0.41,0.31,0.72,0.18,0.49
1579,Hamidou Makalou,ml MLI,"FW,MF",Brest,fr Ligue 1,18.0,2006.0,4,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,22.0,2001.0,19,7,745,8.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,9,15,35,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
1581,Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,26.0,1998.0,33,27,2150,23.9,0,3,3,0,0,0,4,1,0.3,0.3,0.9,1.3,11,92,14,0.0,0.13,0.13,0.0,0.13,0.01,0.04,0.05,0.01,0.05
1582,Nikola Maksimović,rs SRB,DF,Montpellier,fr Ligue 1,32.0,1991.0,7,7,581,6.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
1583,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,24.0,1999.0,3,2,100,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
1584,Jarzinho Malanga,de GER,DF,Stuttgart,de Bundesliga,18.0,2006.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1585,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,23.0,2001.0,10,5,454,5.0,1,1,2,1,0,0,1,0,0.2,0.2,0.5,0.7,8,24,4,0.2,0.2,0.4,0.2,0.4,0.05,0.09,0.14,0.05,0.14
1586,Daniel Maldini,it ITA,"MF,FW",Monza,it Serie A,22.0,2001.0,20,16,1306,14.5,3,0,3,3,0,0,5,0,4.8,4.8,0.9,5.7,41,34,66,0.21,0.0,0.21,0.21,0.21,0.33,0.06,0.39,0.33,0.39
1587,Daniel Maldini,it ITA,"FW,MF",Atalanta,it Serie A,22.0,2001.0,10,2,258,2.9,3,0,3,3,0,0,0,0,1.9,1.9,0.2,2.1,12,7,30,1.05,0.0,1.05,1.05,1.05,0.66,0.09,0.74,0.66,0.74
1588,Youssef Maleh,ma MAR,MF,Empoli,it Serie A,25.0,1998.0,22,17,1510,16.8,0,1,1,0,0,0,5,1,0.9,0.9,0.9,1.8,10,72,37,0.0,0.06,0.06,0.0,0.06,0.05,0.05,0.1,0.05,0.1
1589,Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,25.0,1999.0,14,2,305,3.4,3,0,3,3,0,0,0,0,2.2,2.2,0.2,2.4,12,6,30,0.89,0.0,0.89,0.89,0.89,0.64,0.05,0.69,0.64,0.69
1590,Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,25.0,1999.0,14,6,614,6.8,3,0,3,3,0,0,1,0,2.9,2.9,0.2,3.2,23,17,75,0.44,0.0,0.44,0.44,0.44,0.43,0.03,0.46,0.43,0.46
1591,Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,it Serie A,31.0,1993.0,9,4,383,4.3,0,2,2,0,0,0,2,0,0.2,0.2,1.5,1.7,3,32,10,0.0,0.47,0.47,0.0,0.47,0.06,0.35,0.41,0.06,0.41
1592,Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,24.0,1999.0,11,10,760,8.4,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.4,1,14,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
1593,Lennard Maloney,us USA,MF,Mainz 05,de Bundesliga,24.0,1999.0,5,0,26,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1594,Aaron Malouda,fr FRA,FW,Lille,fr Ligue 1,18.0,2005.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1595,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,23.0,2000.0,34,34,3060,34.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1596,Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,25.0,1998.0,33,23,1995,22.2,4,4,8,4,0,0,0,0,5.5,5.5,4.2,9.7,67,60,142,0.18,0.18,0.36,0.18,0.36,0.25,0.19,0.44,0.25,0.44
1597,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,24.0,1999.0,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
1598,Gianluca Mancini,it ITA,DF,Roma,it Serie A,28.0,1996.0,37,36,3143,34.9,2,0,2,2,0,0,8,0,1.7,1.7,0.9,2.6,45,139,23,0.06,0.0,0.06,0.06,0.06,0.05,0.03,0.07,0.05,0.07
1599,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,39.0,1985.0,18,17,1486,16.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
1600,Christos Mandas,gr GRE,GK,Lazio,it Serie A,22.0,2001.0,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1601,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,30.0,1994.0,19,10,941,10.5,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,14,34,15,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
1602,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,32.0,1991.0,24,20,1733,19.3,0,0,0,0,0,0,3,0,0.3,0.3,0.4,0.8,12,82,21,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
1603,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,27.0,1997.0,29,22,1931,21.5,4,3,7,3,1,1,7,0,2.7,1.9,4.8,6.6,11,92,34,0.19,0.14,0.33,0.14,0.28,0.12,0.22,0.35,0.09,0.31
1604,Mateus Mane,,MF,Wolves,eng Premier League,,,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1605,Orel Mangala,be BEL,MF,Everton,eng Premier League,26.0,1998.0,19,14,1261,14.0,1,0,1,1,0,0,2,0,1.1,1.1,0.6,1.8,6,34,19,0.07,0.0,0.07,0.07,0.07,0.08,0.05,0.13,0.08,0.13
1606,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,26.0,1998.0,1,1,67,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,7,3,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1
1607,Ryan Manning,ie IRL,"DF,MF",Southampton,eng Premier League,28.0,1996.0,24,18,1462,16.2,0,1,1,0,0,0,2,0,0.3,0.3,3.2,3.6,14,35,74,0.0,0.06,0.06,0.0,0.06,0.02,0.2,0.22,0.02,0.22
1608,Javier Manquillo,es ESP,DF,Celta Vigo,es La Liga,30.0,1994.0,10,7,515,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,24,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609,Johan Manzambi,ch SUI,"FW,MF",Freiburg,de Bundesliga,18.0,2005.0,11,4,335,3.7,2,1,3,2,0,0,2,0,1.3,1.3,0.4,1.8,7,10,12,0.54,0.27,0.81,0.54,0.81,0.36,0.12,0.47,0.36,0.47
1610,Alberto Manzoni,it ITA,MF,Atalanta,it Serie A,19.0,2005.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.94,0.94,0.94
1611,Sekou Mara,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,22.0,2002.0,25,7,768,8.5,1,1,2,1,0,0,2,0,2.0,2.0,1.0,3.0,9,11,47,0.12,0.12,0.23,0.12,0.23,0.23,0.11,0.35,0.23,0.35
1612,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,21.0,2002.0,2,1,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1613,Alessandro Marcandalli,it ITA,DF,Venezia,it Serie A,21.0,2002.0,8,5,354,3.9,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,2,10,1,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
1614,Marcão,br BRA,DF,Sevilla,es La Liga,28.0,1996.0,12,6,552,6.1,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615,Solly March,eng ENG,"FW,MF",Brighton,eng Premier League,30.0,1994.0,8,1,168,1.9,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,5,2,20,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.19,0.05,0.19
1616,Filip Marchwiński,pl POL,MF,Lecce,it Serie A,22.0,2002.0,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,35.0,1989.0,26,17,1564,17.4,0,4,4,0,0,0,0,0,1.0,1.0,2.6,3.6,26,102,78,0.0,0.23,0.23,0.0,0.23,0.06,0.15,0.21,0.06,0.21
1618,Alberto Marí,es ESP,FW,Valencia,es La Liga,23.0,2001.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619,Pablo Marí,es ESP,DF,Monza,it Serie A,30.0,1993.0,19,19,1628,18.1,0,0,0,0,0,0,4,1,0.2,0.2,0.1,0.3,5,58,1,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01
1620,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,30.0,1993.0,13,12,1098,12.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,27,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
1621,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,29.0,1995.0,27,20,1999,22.2,0,1,1,0,0,0,5,0,0.4,0.4,0.2,0.7,3,64,1,0.0,0.05,0.05,0.0,0.05,0.02,0.01,0.03,0.02,0.03
1622,Luca Marianucci,it ITA,DF,Empoli,it Serie A,20.0,2004.0,18,12,1069,11.9,0,0,0,0,0,0,0,1,0.6,0.6,0.2,0.8,12,28,3,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07
1623,Mirko Marić,hr CRO,"FW,MF",Monza,it Serie A,29.0,1995.0,8,1,106,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,3,8,0.0,0.0,0.0,0.0,0.0,0.15,0.04,0.19,0.15,0.19
